,num_parent_commits,merged_from_pull,lines_added,lines_deleted,lines_total,files_total,num_unique_file_formats,combined
13441,1,True,1,0,1,1,1,pass
13442,1,True,3,0,3,1,1,pass
13443,2,True,14804,4775,19579,205,23,pass
13444,1,True,6,0,6,6,1,pass
13445,1,True,3,3,6,1,1,pass
13446,1,True,7,7,14,5,1,fail
13448,1,True,1726,1117,2843,52,8,fail
13453,1,True,1021,0,1021,5,3,pass
13454,1,True,398,0,398,1,1,fail
13455,1,True,240,167,407,4,1,fail
13456,1,True,2,4,6,1,1,pass
13457,1,True,581,256,837,6,2,fail
13459,1,True,21,14,35,5,2,pass
13460,1,True,62,31,93,5,1,pass
13461,1,True,658,538,1196,5,1,fail
13462,1,True,3,8,11,2,1,pass
13463,1,True,57,35,92,4,1,pass
13465,1,True,9,223,232,4,3,fail
13466,1,True,0,1,1,1,1,fail
13467,1,True,6,2,8,1,1,fail
13472,1,True,47,17,64,1,1,pass
13473,1,True,9,12,21,2,1,fail
13474,1,True,87,32,119,2,1,fail
13477,1,True,1,1,2,1,1,fail
13478,1,True,10,11,21,3,1,fail
13479,1,True,1,0,1,1,1,fail
13483,1,True,14,10,24,3,1,fail
13484,1,True,4,0,4,1,1,fail
13485,1,True,5,8,13,1,1,fail
13486,1,True,42,37,79,7,1,fail
13487,1,True,2,2,4,1,1,fail
13490,1,True,9,8,17,4,1,fail
13491,1,True,8,3,11,4,2,fail
13492,2,True,173,70,243,14,4,fail
13493,1,True,19,13,32,4,1,fail
13494,1,True,10,5,15,3,2,fail
13495,1,True,2,1,3,2,1,fail
13496,1,True,4,4,8,2,1,fail
13497,1,True,1,1,2,1,1,fail
13498,1,True,8,9,17,2,1,fail
13499,1,True,7,8,15,1,1,fail
13501,1,True,1,1,2,1,1,fail
13502,1,True,4,3,7,2,1,fail
13504,1,True,12,20,32,3,3,fail
13505,1,True,207,224,431,1,1,fail
13506,1,True,95,4,99,1,1,fail
13507,1,True,37,163,200,2,2,fail
13513,1,True,5,1,6,1,1,fail
13514,1,True,0,7,7,1,1,fail
13515,1,True,113,122,235,7,1,fail
13516,1,True,1,5,6,10,4,fail
13517,1,True,1,0,1,1,1,fail
13519,1,True,7,57,64,5,1,fail
13523,1,True,2,2,4,1,1,fail
13524,1,True,3,2,5,1,1,fail
13525,1,True,1,1,2,2,2,fail
13526,1,True,2,1,3,2,1,fail
13527,1,True,3362,758,4120,31,3,fail
13528,1,True,1,0,1,1,1,fail
13531,1,True,13,1,14,2,1,fail
13532,1,True,10,2,12,2,1,fail
13539,1,True,16,10,26,4,1,fail
13540,1,True,4,0,4,1,1,fail
13541,1,True,24,7,31,3,1,fail
13542,1,True,6,1,7,1,1,fail
13543,1,True,16,11,27,2,2,fail
13547,2,True,177,69,246,26,5,pass
13548,2,True,25,9,34,3,2,pass
13549,2,True,2,0,2,2,1,pass
13550,2,True,2,0,2,2,1,pass
13551,1,True,2,0,2,2,1,pass
13552,2,True,32,5,37,4,2,pass
13553,2,True,32,5,37,4,2,pass
13554,2,True,21,6,27,5,2,pass
13555,2,True,39,14,53,11,3,pass
13556,2,True,3,2,5,2,2,pass
13557,2,True,18,4,22,3,2,pass
13558,2,True,18,4,22,3,2,pass
13559,1,True,1,1,2,1,1,pass
13562,1,True,2,1,3,1,1,pass
13563,1,True,8,9,17,2,1,pass
13564,1,True,34,7,41,5,2,fail
13565,1,True,3,2,5,2,2,pass
13566,2,True,1,1,2,1,1,pass
13567,1,True,1,1,2,1,1,pass
13568,2,True,5,1,6,3,2,pass
13569,2,True,9,0,9,1,1,pass
13570,1,False,9,0,9,1,1,pass
13571,1,True,5,1,6,3,2,pass
13572,2,True,1,2,3,1,1,pass
13573,2,True,0,2,2,1,1,pass
13574,2,True,0,2,2,1,1,pass
13575,1,True,1,2,3,1,1,fail
13576,1,True,0,2,2,1,1,pass
13577,1,True,1,1,2,1,1,pass
13578,1,True,0,1,1,1,1,pass
13579,1,True,1,1,2,1,1,pass
13580,1,True,29,28,57,4,2,fail
13581,2,True,2,2,4,1,1,pass
13582,1,True,2,2,4,1,1,pass
13583,1,True,8,0,8,1,1,pass
13585,2,True,8,8,16,2,1,pass
13586,2,True,3,2,5,3,2,pass
13587,1,True,4,22,26,2,1,fail
13588,2,True,2,1,3,2,2,pass
13589,1,True,1,1,2,1,1,pass
13590,1,True,1,0,1,1,1,pass
13591,1,True,1,1,2,1,1,pass
13592,1,True,1,1,2,1,1,fail
13593,2,True,1,1,2,1,1,pass
13594,1,True,1,1,2,1,1,pass
13595,2,True,68,31,99,9,2,pass
13596,1,True,20,4,24,1,1,fail
13597,2,True,4,0,4,2,2,pass
13598,2,True,64,31,95,7,2,pass
13599,2,True,16,2,18,3,2,pass
13600,1,True,14,0,14,1,1,pass
13601,2,True,48,29,77,4,2,pass
13602,2,True,48,29,77,4,2,pass
13603,1,True,23,23,46,2,1,pass
13604,1,True,2,1,3,1,1,pass
13605,1,True,1,1,2,1,1,fail
13606,1,True,29,12,41,2,1,fail
13608,1,True,40,20,60,2,1,pass
13609,1,True,0,0,0,1,1,pass
13610,1,True,1,0,1,1,1,fail
13611,1,True,1,2,3,1,1,fail
13612,1,True,1,0,1,1,1,pass
13613,1,True,1,1,2,1,1,fail
13614,1,True,2,0,2,1,1,pass
13615,2,True,0,1,1,1,1,pass
13617,1,True,2,1,3,1,1,pass
13618,1,True,2,0,2,1,1,pass
13619,2,True,197,193,390,40,3,pass
13621,2,True,0,2,2,1,1,pass
13622,1,True,0,2,2,1,1,pass
13623,2,True,10,1,11,4,3,pass
13624,2,True,187,190,377,38,1,pass
13625,2,True,187,189,376,38,1,pass
13626,2,True,0,1,1,1,1,pass
13627,2,True,0,1,1,1,1,fail
13628,1,True,1,0,1,1,1,pass
13629,1,True,0,1,1,1,1,pass
13632,1,True,2,2,4,3,2,pass
13633,1,True,1,2,3,1,1,fail
13634,1,True,11,1,12,4,3,fail
13635,2,True,1,1,2,1,1,pass
13637,2,True,1,1,2,1,1,pass
13639,2,True,2,2,4,1,1,pass
13640,2,True,2,2,4,1,1,pass
13641,1,True,3,9,12,1,1,fail
13642,2,True,2,2,4,1,1,pass
13646,1,True,1,1,2,1,1,pass
13647,1,True,2,2,4,1,1,pass
13648,2,True,27,2,29,3,2,pass
13649,2,True,22,8,30,2,2,pass
13650,2,True,22,8,30,2,2,pass
13651,1,True,22,8,30,2,2,pass
13652,1,True,27,2,29,3,2,pass
13653,2,True,12,0,12,3,2,pass
13654,1,True,12,0,12,3,2,pass
13655,2,True,16,18,34,1,1,pass
13656,1,True,16,18,34,1,1,pass
13657,2,True,139,178,317,26,2,pass
13658,2,True,1,1,2,1,1,pass
13659,1,True,1,1,2,1,1,pass
13660,2,True,123,124,247,1,1,pass
13661,1,True,123,124,247,1,1,pass
13662,1,False,1,1,2,1,1,pass
13665,2,True,6,6,12,1,1,pass
13666,1,False,6,6,12,1,1,pass
13668,1,True,47,81,128,2,2,pass
13671,1,True,41,24,65,1,1,fail
13672,2,True,0,0,0,0,0,fail
13674,2,True,264,101,365,17,9,pass
13675,1,True,1,1,2,1,1,pass
13676,1,True,38,27,65,4,3,fail
13677,2,True,54,33,87,4,2,fail
13679,2,True,54,33,87,4,2,pass
13681,1,True,215,76,291,11,6,fail
13682,1,True,54,33,87,4,2,pass
13683,2,True,80,42,122,10,4,pass
13684,1,True,23,0,23,1,1,pass
13686,1,True,42,39,81,2,2,fail
13687,1,True,1,1,2,1,1,fail
13688,2,True,30,283,313,5,2,pass
13689,1,True,1,1,2,1,1,pass
13690,1,True,13,277,290,3,2,fail
13692,2,True,6,0,6,2,2,pass
13693,2,True,164,64,228,14,7,fail
13694,2,True,164,64,228,14,7,pass
13695,1,True,6,0,6,2,2,pass
13696,1,True,113,5,118,6,3,pass
13697,1,True,2,2,4,1,1,fail
13698,1,True,6,3,9,2,1,fail
13699,1,True,3,3,6,1,1,fail
13700,1,True,36,54,90,7,5,fail
13703,2,True,92,33,125,12,4,pass
13704,1,True,4,0,4,1,1,pass
13705,2,True,33,6,39,3,2,fail
13706,2,True,196,59,255,12,3,fail
13707,2,True,0,0,0,0,0,pass
13708,2,True,0,0,0,0,0,fail
13711,1,True,19,17,36,1,1,fail
13712,1,True,19,17,36,1,1,fail
13713,1,True,116,21,137,3,1,pass
13715,1,True,116,21,137,3,1,fail
13718,1,True,19,7,26,1,1,fail
13719,1,True,19,7,26,1,1,fail
13720,1,True,1,1,2,1,1,fail
13721,1,True,1,1,2,1,1,fail
13722,1,True,39,16,55,6,2,fail
13723,1,True,39,16,55,6,2,fail
13724,1,True,3,1,4,3,2,pass
13727,1,True,6,6,12,1,1,fail
13728,1,True,7,6,13,2,1,fail
13729,1,True,6,6,12,2,1,fail
13733,1,True,23,1,24,3,2,fail
13734,2,True,12,9,21,1,1,fail
13736,2,True,12,9,21,1,1,pass
13737,2,True,12,9,21,1,1,pass
13738,1,True,12,9,21,1,1,pass
13739,1,True,3,0,3,2,2,pass
13740,2,True,25,9,34,5,2,pass
13741,2,True,0,0,0,0,0,pass
13742,2,True,112,48,160,4,1,pass
13743,1,True,5,2,7,2,1,pass
13745,1,True,10,0,10,3,2,pass
13746,1,True,4,1,5,1,1,pass
13747,1,True,10,1,11,2,1,fail
13748,1,True,7,0,7,1,1,pass
13749,1,True,71,8,79,2,1,pass
13751,2,True,13,2,15,2,2,pass
13752,2,True,32,8,40,2,2,pass
13753,2,True,32,8,40,2,2,pass
13754,1,True,1,0,1,1,1,pass
13756,1,True,1,2,3,1,1,pass
13757,2,True,0,0,0,0,0,pass
13759,2,True,72,31,103,9,2,pass
13760,2,True,96,15,111,10,2,pass
13762,2,True,96,15,111,10,2,fail
13763,2,True,97,12,109,18,13,pass
13764,2,True,96,15,111,10,2,pass
13765,2,True,177,59,236,7,2,pass
13766,1,True,1,1,2,1,1,pass
13767,1,True,1,1,2,1,1,fail
13768,2,True,96,15,111,10,2,fail
13769,2,True,96,15,111,10,2,pass
13770,2,True,52,1,53,2,1,pass
13771,2,True,1,1,2,1,1,fail
13772,1,True,1,57,58,2,2,fail
13773,1,True,2,2,4,2,2,fail
13775,1,True,69,27,96,8,2,fail
13776,2,True,93,22,115,8,2,fail
13777,2,True,87,15,102,5,2,pass
13781,1,True,1,2,3,2,1,fail
13782,2,True,87,15,102,5,2,pass
13783,1,True,52,26,78,4,1,fail
13785,1,True,3,1,4,3,2,fail
13786,2,True,133,109,242,2,2,pass
13788,1,True,2,1,3,1,1,pass
13789,1,True,2765,218,2983,5,3,pass
13790,2,True,52,1,53,2,1,pass
13791,1,True,4,1,5,1,1,fail
13792,2,True,40,16,56,5,2,pass
13793,1,True,0,1,1,1,1,pass
13794,1,True,13,2,15,3,2,fail
13795,1,True,1,0,1,1,1,pass
13796,1,True,2,0,2,1,1,fail
13797,1,True,4,1,5,2,1,fail
13799,2,True,30,9,39,2,1,pass
13800,1,True,30,9,39,2,1,pass
13801,2,True,5,5,10,1,1,pass
13802,2,True,231,159,390,68,7,pass
13803,1,True,43,4,47,5,2,fail
13804,2,True,5,2,7,2,2,pass
13805,1,True,10,7,17,4,1,pass
13806,1,True,1,0,1,1,1,pass
13807,1,True,3,3,6,1,1,pass
13808,1,True,3,3,6,1,1,pass
13809,1,True,21,3,24,2,1,fail
13814,2,True,46,46,92,1,1,pass
13815,2,True,18,12,30,7,3,pass
13816,2,True,46,46,92,1,1,fail
13817,2,True,46,46,92,1,1,pass
13818,1,True,46,46,92,1,1,pass
13819,1,True,1,47,48,2,2,pass
13820,1,True,2,48,50,3,3,pass
13821,1,True,1,1,2,1,1,fail
13822,1,True,1,1,2,1,1,fail
13823,1,True,1,1,2,1,1,fail
13825,1,True,1,1,2,1,1,fail
13826,1,True,6,5,11,2,1,fail
13827,1,True,6,5,11,2,1,fail
13828,1,True,5,2,7,2,2,fail
13829,1,True,48,2,50,2,2,fail
13831,1,False,1,1,2,1,1,fail
13832,1,False,207,142,349,58,6,pass
13834,1,True,5,5,10,1,1,pass
13835,2,True,3391,7439,10830,167,9,pass
13836,1,True,2,2,4,1,1,pass
13837,1,True,0,6,6,1,1,fail
13838,1,True,17,10,27,2,1,fail
13839,1,True,0,1,1,1,1,fail
13840,1,True,70,579,649,23,2,fail
13848,1,True,1,27,28,2,2,fail
13850,1,True,10,0,10,1,1,fail
13853,1,True,15,6,21,11,2,fail
13855,2,True,848,5737,6585,100,7,fail
13857,1,True,0,32,32,1,1,fail
13859,1,True,5,5,10,3,2,fail
13860,1,True,3,3,6,2,1,fail
13863,2,True,29,31,60,1,1,pass
13864,1,True,1,1,2,1,1,fail
13865,1,True,1,1,2,1,1,fail
13866,1,True,29,31,60,1,1,pass
13867,1,True,96,44,140,9,1,fail
13868,1,True,96,44,140,9,1,fail
13869,1,True,2,1,3,1,1,fail
13870,1,True,2,1,3,1,1,fail
13871,2,True,1,1,2,1,1,pass
13873,2,True,4,0,4,2,2,pass
13874,2,True,2,1,3,2,2,fail
13875,2,True,2,1,3,2,2,pass
13876,2,True,0,253,253,11,1,fail
13877,2,True,7,2,9,3,3,fail
13879,2,True,7,2,9,3,3,fail
13881,1,True,13,20,33,7,2,fail
13882,1,True,13,20,33,7,2,fail
13883,1,True,19,7,26,1,1,pass
13884,1,True,19,7,26,1,1,pass
13885,1,True,1,2,3,1,1,pass
13887,1,True,1,2,3,1,1,fail
13888,1,True,7,4,11,1,1,fail
13889,1,True,34,8,42,4,1,fail
13891,1,True,14,10,24,3,1,fail
13892,1,True,14,10,24,3,1,fail
13893,1,True,8,4,12,4,1,fail
13894,1,True,8,4,12,4,1,fail
13895,1,True,1,1,2,1,1,fail
13896,1,True,1,1,2,1,1,fail
13897,2,True,0,253,253,11,1,pass
13898,2,True,0,253,253,11,1,pass
13900,2,True,173,142,315,6,2,pass
13901,1,True,124,118,242,2,2,fail
13905,2,True,0,253,253,11,1,pass
13908,2,True,0,253,253,11,1,pass
13909,1,True,30,26,56,2,2,pass
13910,1,True,4,1,5,1,1,pass
13911,1,True,158,195,353,13,3,fail
13913,1,True,0,253,253,11,1,pass
13914,1,True,34,37,71,3,2,pass
13915,1,True,10,7,17,1,1,fail
13916,1,True,1,1,2,1,1,pass
13919,1,True,1,0,1,1,1,pass
13921,1,True,1,0,1,1,1,pass
13923,2,True,173,142,315,6,2,fail
13925,2,True,198,151,349,6,2,fail
13926,2,True,171,140,311,6,2,pass
13927,1,True,16,14,30,1,1,pass
13928,1,True,2,1,3,1,1,pass
13929,1,True,0,3,3,1,1,pass
13930,1,True,113,70,183,10,1,fail
13931,2,True,27,11,38,1,1,fail
13933,1,True,1,0,1,1,1,pass
13934,2,True,35,21,56,1,1,fail
13935,1,True,39,52,91,2,1,pass
13936,1,True,2,2,4,2,1,pass
13937,1,False,27,11,38,1,1,pass
13938,1,True,48,1,49,1,1,fail
13939,1,True,58,39,97,2,1,fail
13940,1,True,33,31,64,2,1,fail
13941,1,True,2,2,4,1,1,pass
13942,1,True,0,1,1,1,1,pass
13943,1,True,5,5335,5340,87,6,fail
13944,1,True,33,35,68,2,1,fail
13945,1,True,40,54,94,3,1,fail
13946,1,True,4,1,5,1,1,pass
13947,1,True,85,59,144,6,2,fail
13948,1,True,0,1,1,1,1,pass
13950,2,True,131,64,195,3,2,pass
13951,2,True,253,66,319,12,5,pass
13952,2,True,201,40,241,5,3,pass
13953,2,True,2,2,4,2,1,pass
13954,1,True,10,2,12,1,1,pass
13955,2,True,1,1,2,1,1,pass
13956,1,True,9,6,15,2,2,fail
13957,2,True,36,7,43,4,2,pass
13958,2,True,1,1,2,1,1,pass
13959,2,True,35,6,41,3,2,fail
13960,2,True,36,7,43,4,2,pass
13961,2,True,35,6,41,3,2,pass
13962,1,True,1,1,2,1,1,pass
13963,2,True,1,1,2,1,1,pass
13964,1,True,35,6,41,3,2,pass
13966,2,True,1,1,2,1,1,pass
13967,2,True,347,62,409,22,6,pass
13969,1,True,1,1,2,1,1,pass
13972,2,True,14,17,31,4,3,pass
13973,2,True,9,0,9,2,2,pass
13974,2,True,5,17,22,3,2,fail
13975,2,True,0,13,13,2,1,pass
13976,2,True,5,4,9,2,2,fail
13977,2,True,5,4,9,2,2,pass
13978,1,True,12,8,20,2,2,fail
13979,1,True,1,1,2,1,1,fail
13980,1,True,6,15,21,1,1,pass
13981,2,True,255,0,255,13,3,pass
13982,2,True,255,0,255,13,3,pass
13983,2,True,430,630,1060,26,7,pass
13985,2,True,255,0,255,13,3,pass
13986,2,True,255,0,255,13,3,fail
13987,1,True,5,10,15,1,1,fail
13988,1,True,16,7,23,1,1,pass
13989,2,True,0,0,0,0,0,pass
13991,2,True,255,0,255,13,3,pass
13992,1,True,1,1,2,1,1,pass
13993,1,True,1,0,1,1,1,pass
13995,2,True,78,45,123,7,1,pass
13996,2,True,175,630,805,13,4,pass
13997,2,True,0,0,0,0,0,fail
13998,2,True,78,45,123,7,1,pass
13999,2,True,97,585,682,7,4,fail
14000,1,True,6,5,11,1,1,fail
14001,1,True,4,5,9,1,1,fail
14002,2,True,97,585,682,7,4,pass
14003,2,True,97,585,682,7,4,fail
14004,1,True,80,13,93,3,2,fail
14005,1,True,13,11,24,2,2,fail
14006,1,True,208,40,248,5,3,fail
14007,1,False,2,4,6,1,1,pass
14008,1,False,1,504,505,3,3,pass
14009,1,True,0,1,1,1,1,pass
14011,1,True,94,77,171,3,1,pass
14012,1,True,1,0,1,1,1,pass
14014,2,True,1,1,2,1,1,pass
14015,1,True,1,0,1,1,1,pass
14016,1,True,2,2,4,1,1,pass
14017,1,True,12,12,24,1,1,fail
14018,2,True,1,1,2,1,1,pass
14019,1,True,1,0,1,1,1,fail
14020,1,True,68,35,103,7,1,pass
14022,2,True,1,1,2,1,1,pass
14023,1,True,1,1,2,1,1,pass
14024,2,True,23,7,30,5,2,pass
14025,2,True,0,0,0,0,0,pass
14027,2,True,560,336,896,13,3,fail
14029,2,True,1,1,2,1,1,pass
14030,2,True,1,1,2,1,1,pass
14032,1,True,269,128,397,2,1,fail
14033,1,True,1,1,2,1,1,pass
14034,1,True,2,2,4,1,1,fail
14035,1,True,2,2,4,1,1,fail
14036,2,True,5,0,5,2,2,fail
14037,1,True,301,238,539,10,2,pass
14038,2,True,16,31,47,2,2,pass
14039,2,True,19,2,21,4,2,pass
14040,2,True,19,2,21,4,2,pass
14041,1,True,16,31,47,2,2,pass
14042,1,True,19,2,21,4,2,pass
14043,2,True,721,178,899,34,6,pass
14044,2,True,33,9,42,4,2,pass
14045,2,True,15,4,19,7,5,pass
14047,2,True,10,3,13,4,3,pass
14048,2,True,5,1,6,3,3,fail
14049,2,True,5,1,6,3,3,pass
14050,2,True,34,5,39,7,3,pass
14051,2,True,34,5,39,7,3,pass
14052,2,True,34,5,39,7,3,pass
14053,1,True,7,4,11,1,1,pass
14055,1,True,2,2,4,2,2,fail
14056,1,True,5,1,6,3,3,pass
14057,1,True,2,2,4,2,2,fail
14058,1,True,13,1,14,3,2,fail
14059,1,True,3,2,5,3,2,fail
14060,1,True,15,2,17,2,2,fail
14061,2,True,29837,9404,39241,300,24,pass
14062,2,True,28,12,40,2,2,pass
14063,2,True,23,4,27,3,2,fail
14064,2,True,23,4,27,3,2,pass
14065,2,True,9135,4908,14043,254,15,pass
14066,2,True,593,150,743,18,2,pass
14067,2,True,589,148,737,17,2,pass
14068,1,True,51,34,85,3,1,pass
14069,1,True,65,38,103,3,1,fail
14070,1,True,137,67,204,3,1,fail
14071,1,True,141,37,178,2,1,fail
14072,1,True,2,1,3,1,1,fail
14073,2,True,4,2,6,2,2,pass
14074,2,True,4,2,6,2,2,fail
14076,2,True,0,0,0,0,0,fail
14078,1,True,28,12,40,2,2,pass
14079,2,True,0,0,0,0,0,fail
14080,1,True,185,36,221,8,2,fail
14081,2,True,104,11,115,11,6,pass
14082,2,True,0,0,0,0,0,pass
14083,2,True,104,11,115,11,6,pass
14084,2,True,8484,4793,13277,238,12,fail
14085,1,True,4,2,6,2,2,fail
14086,1,True,2,1,3,1,1,pass
14087,1,True,3,3,6,3,2,fail
14104,2,True,8484,4793,13277,238,12,pass
14105,1,True,1,1,2,1,1,pass
14106,1,True,2,2,4,1,1,fail
14107,1,True,478,164,642,30,6,pass
14119,1,True,8,8,16,1,1,pass
14121,1,True,1,1,2,1,1,pass
14122,1,True,1,1,2,1,1,pass
14123,1,True,11,0,11,2,1,pass
14124,1,True,13,0,13,1,1,pass
14125,1,True,1,0,1,1,1,fail
14127,2,True,10,0,10,2,2,pass
14128,2,True,1,1,2,1,1,pass
14129,1,True,6,0,6,1,1,pass
14131,1,True,1,1,2,1,1,pass
14132,1,True,1,1,2,1,1,fail
14133,2,True,3,2,5,2,2,pass
14134,2,True,28,3,31,4,2,pass
14136,2,True,2,2,4,1,1,pass
14137,2,True,26,1,27,3,2,fail
14138,2,True,26,1,27,3,2,pass
14139,1,True,1,0,1,1,1,pass
14142,1,True,3,2,5,2,2,pass
14143,2,True,1,1,2,1,1,pass
14144,2,True,1,1,2,1,1,pass
14145,1,True,1,1,2,1,1,pass
14146,1,True,2,2,4,1,1,pass
14147,1,True,28,3,31,1,1,pass
14148,1,True,9,0,9,1,1,pass
14149,2,True,28,11,39,3,3,pass
14150,1,True,33,27,60,1,1,pass
14151,1,True,50,39,89,3,3,fail
14152,1,False,0,6,6,1,1,pass
14153,1,False,1,1,2,1,1,pass
14154,1,False,44,16,60,17,5,pass
14156,2,True,167,57,224,12,3,pass
14157,1,True,9,12,21,1,1,pass
14158,1,True,54,19,73,3,1,fail
14159,2,True,20,7,27,3,1,fail
14161,2,True,20,7,27,3,1,fail
14162,1,True,3,5,8,4,3,fail
14165,2,True,0,6,6,1,1,fail
14166,2,True,6250,330,6580,131,11,fail
14167,2,True,19,0,19,1,1,fail
14168,2,True,6256,341,6597,130,11,fail
14169,2,True,1,1,2,1,1,pass
14170,2,True,105,28,133,9,4,fail
14171,2,True,105,28,133,9,4,pass
14172,2,True,8,7,15,4,3,pass
14173,2,True,0,0,0,0,0,pass
14177,2,True,0,0,0,0,0,fail
14178,2,True,8,7,15,4,3,pass
14179,1,True,9,0,9,3,2,fail
14180,1,True,1,1,2,1,1,pass
14181,1,True,1,1,2,1,1,fail
14182,1,True,3,3,6,2,1,fail
14184,2,True,5652,3,5655,22,5,pass
14185,2,True,0,0,0,0,0,pass
14186,2,True,20,27,47,2,2,pass
14187,2,True,0,0,0,0,0,pass
14188,2,True,61,39,100,4,2,pass
14189,1,True,15,0,15,1,1,pass
14190,1,True,2,2,4,1,1,pass
14192,2,True,1,1,2,1,1,pass
14195,1,True,2,2,4,1,1,fail
14196,2,True,1,1,2,1,1,fail
14198,2,True,1,1,2,1,1,fail
14199,1,True,5637,3,5640,21,4,fail
14200,2,True,1,1,2,1,1,fail
14201,2,True,1,1,2,1,1,fail
14202,2,True,1,1,2,1,1,pass
14203,1,True,20,27,47,2,2,fail
14204,1,True,8,6,14,1,1,fail
14205,1,True,1,1,2,1,1,pass
14206,1,True,1,1,2,1,1,fail
14209,2,True,84,24,108,4,2,pass
14210,1,True,12,4,16,1,1,pass
14211,2,True,31,4,35,3,2,fail
14213,2,True,31,4,35,3,2,fail
14214,2,True,31,4,35,3,2,pass
14215,2,True,15,5,20,5,3,fail
14216,2,True,0,0,0,0,0,fail
14217,2,True,7,2,9,3,3,pass
14218,1,True,69,20,89,3,2,fail
14219,2,True,0,0,0,0,0,pass
14221,2,True,0,0,0,0,0,fail
14222,1,True,3,3,6,1,1,fail
14223,1,True,11,6,17,3,3,fail
14224,2,True,7,3,10,1,1,pass
14225,1,True,31,4,35,3,2,pass
14226,1,True,7,3,10,1,1,pass
14227,2,True,2,1,3,2,2,pass
14228,1,True,1,0,1,1,1,fail
14229,2,True,42,3,45,7,3,pass
14230,2,True,41,3,44,6,3,pass
14231,1,True,17,1,18,5,3,pass
14233,2,False,15169,5128,20297,300,21,pass
14235,1,True,1,1,2,1,1,fail
14236,1,False,1,1,2,1,1,pass
14237,1,False,1,1,2,1,1,pass
14238,1,False,218,195,413,78,8,pass
14239,2,True,27,13,40,6,2,pass
14240,2,True,27,13,40,6,2,pass
14241,1,True,0,6,6,1,1,fail
14242,1,True,19,0,19,1,1,pass
14243,1,True,0,1,1,1,1,pass
14244,2,True,0,0,0,0,0,fail
14245,2,True,14991,4994,19985,299,19,pass
14246,1,True,28,13,41,6,2,fail
14247,1,True,2,2,4,2,2,pass
14248,1,True,29,14,43,7,2,fail
14252,1,True,1,0,1,1,1,fail
14253,1,True,77,73,150,5,1,fail
14254,1,True,5,36,41,1,1,fail
14255,1,True,5,4,9,2,1,fail
14256,1,True,3,1,4,1,1,fail
14257,1,True,130,20,150,21,4,fail
14282,2,True,3,3,6,2,1,fail
14283,1,True,3,3,6,2,1,fail
14284,2,True,16,16,32,4,1,fail
14285,1,True,16,16,32,4,1,fail
14286,2,True,3,0,3,2,2,fail
14287,1,True,1,0,1,1,1,pass
14289,1,True,4,2,6,1,1,pass
14290,1,True,4,2,6,2,1,pass
14292,1,True,2,2,4,1,1,pass
14293,1,True,0,12,12,3,1,pass
14294,1,True,1,0,1,1,1,pass
14300,1,False,2,2,4,1,1,pass
14301,1,True,5,5,10,4,3,pass
14303,2,True,3,3,6,3,2,pass
14304,1,True,3,3,6,3,2,pass
14305,1,True,1,1,2,1,1,pass
14309,1,True,2,0,2,1,1,pass
14310,1,True,8,3,11,3,2,pass
14311,1,False,2,1,3,1,1,pass
14312,1,True,3,6,9,3,2,pass
14333,2,True,32,0,32,1,1,fail
14334,1,True,7,7,14,1,1,pass
14335,1,True,32,0,32,1,1,pass
14336,2,True,1,1,2,1,1,fail
14337,1,True,1,1,2,1,1,pass
14338,1,False,1,1,2,1,1,fail
14339,1,False,1,1,2,1,1,fail
14340,1,False,2,2,4,1,1,fail
14341,1,False,2,2,4,1,1,fail
14342,1,False,5,1,6,2,1,fail
14343,1,False,1,1,2,1,1,fail
14344,2,True,19,8,27,1,1,fail
14345,1,False,1,1,2,1,1,fail
14346,1,False,21,0,21,1,1,fail
14347,1,False,16,0,16,2,1,fail
14348,2,True,9,6,15,3,2,pass
14349,2,True,3,3,6,2,2,pass
14350,1,True,1,0,1,1,1,pass
14351,1,True,8,6,14,2,1,pass
14352,1,True,1,1,2,1,1,pass
14353,2,True,2,2,4,1,1,fail
14354,1,True,2,2,4,1,1,pass
14355,1,True,5,4,9,1,1,pass
14356,2,True,11116,2458,13574,152,31,pass
14357,2,True,19,5,24,1,1,pass
14358,2,True,9,3,12,5,3,pass
14359,1,True,2,2,4,1,1,pass
14360,2,True,5,2,7,2,2,pass
14361,2,True,5,2,7,4,3,pass
14362,2,True,2,1,3,2,2,pass
14363,2,True,3,1,4,2,2,pass
14364,2,True,2,0,2,1,1,pass
14365,2,True,1,1,2,1,1,pass
14366,2,True,1,1,2,1,1,pass
14367,1,True,1,1,2,1,1,pass
14368,1,True,2,0,2,1,1,pass
14369,1,True,2,1,3,2,2,pass
14370,1,True,3,0,3,1,1,pass
14371,1,True,2,2,4,1,1,pass
14372,2,True,11090,2452,13542,148,31,pass
14373,2,True,2,1,3,2,2,pass
14374,2,True,11244,2479,13723,156,33,pass
14375,2,True,384,42,426,17,7,pass
14376,1,True,128,42,170,9,3,pass
14383,2,True,10739,2444,13183,130,24,pass
14384,1,True,0,2658,2658,3,3,pass
14410,1,True,18,8,26,1,1,fail
14411,2,True,1,1,2,1,1,pass
14412,1,True,1,1,2,1,1,pass
14413,1,True,19,5,24,1,1,pass
14414,2,True,63,7,70,3,2,pass
14415,2,True,91,19,110,9,3,pass
14416,2,True,22,5,27,2,2,pass
14417,2,True,130,33,163,14,7,pass
14418,2,True,69,14,83,7,2,pass
14419,2,True,2,2,4,2,2,pass
14420,1,True,3,3,6,1,1,pass
